ccode1,cowName1,ccode2,cowName2,signDay,signMonth,signYear,EIFDay,EIFMonth,EIFYear,type,category1,category2,category3,span,renewType,renewYears,terminated,durationActual,endYearEstimate,asymmetry,categoryConf,UNTS,fullText,sourceType,source,factivaConf,factivaSign,factivaEIF,DCAid
325,ITA,816,DRV,24,11,2000,24,11,2000,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0969
325,ITA,820,MAL,28,9,1993,1,7,1998,general,DCA,,,-77,-77,-77,0,,2010,0,high,,NE,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0970
325,ITA,840,PHI,20,2,2004,15,9,2004,general,DCA,,,5,-56,5,0,,2010,0,high,,Y,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0971
325,ITA,850,INS,18,2,1997,,,,general,DIC,,,5,-56,5,-99,,2007,1,high,,Y,treaty,"Indonesia Directorate of Law and Treaty, Foreign Ministry",,,,DCADv1.0-0972
338,MLT,620,LIB,19,11,1984,,,,sector,TREX,,,,,,-88,,1990,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0973
338,MLT,620,LIB,6,12,1984,,,,general,DCA,,,5,,,-88,,1989,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0974
339,ALB,341,MNG,3,7,2008,,,,general,DCA,,,,,,-88,,2010,0,low,,N,treaty,Albania treaty series,,,,DCADv1.0-0975
339,ALB,343,MAC,25,3,1998,,,,general,DCA,,,5,,,-88,,2003,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0976
339,ALB,343,MAC,21,12,2002,,,,general,DCA,,,,,,-88,,2008,0,high,,N,treaty,Albania treaty series,,,,DCADv1.0-0977
339,ALB,343,MAC,30,5,2006,,,,sector,TREX,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0978
339,ALB,344,CRO,2,12,1994,2,12,1994,general,DCA,,,,,,0,,2010,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0979
339,ALB,344,CRO,19,11,2003,,,,general,DCA,,,,,,-88,,2009,0,low,,N,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-0980
339,ALB,349,SLV,7,11,1994,7,11,1994,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0981
339,ALB,350,GRC,7,11,1992,,,,general,DCA,,,,,,-88,,1998,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0982
339,ALB,350,GRC,13,12,1995,,,,general,DCA,,,,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0983
339,ALB,350,GRC,5,8,1997,,,,sector,TREX,,,,,,-88,,2003,2,atypical,,N,treaty,Albania treaty series,,,,DCADv1.0-0984
339,ALB,350,GRC,25,9,1997,,,,sector,PROCUREMENT,,,,,,-88,,2003,2,atypical,,N,treaty,Albania treaty series,,,,DCADv1.0-0985
339,ALB,350,GRC,28,4,1998,,,,sector,TREX,,,,,,-88,,2004,2,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0986
339,ALB,350,GRC,10,11,2003,,,,general,DCA,,,,,,-88,,2009,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0987
339,ALB,355,BUL,6,4,1993,6,4,1993,general,DCA,,,5,-66,-66,0,,2010,0,high,,N,treaty,Albania treaty series,,,,DCADv1.0-0988
339,ALB,355,BUL,4,7,1993,,,,general,DIC,PROCUREMENT,,,,,-88,,1999,0,low,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0989
339,ALB,355,BUL,17,5,2005,,,,general,DCA,,,,,,-88,,2010,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0990
339,ALB,360,ROM,7,10,1992,7,10,1992,general,DCA,,,,,,1,12,2004,1,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0991
339,ALB,360,ROM,19,11,2003,24,5,2004,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Albania treaty series,,,,DCADv1.0-0992
339,ALB,360,ROM,19,2,2007,,,,sector,TREX,,,,,,-88,,2010,0,low,,N,treaty,Albania treaty series,,,,DCADv1.0-0993
339,ALB,367,LAT,28,1,2005,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0994
339,ALB,368,LIT,5,2,2004,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0995
339,ALB,369,UKR,26,2,1997,21,3,2003,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-0996
339,ALB,640,TUR,29,7,1992,,,,sector,RESEARCH,,,,,,-88,,1998,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-0997
339,ALB,640,TUR,19,11,1992,10,3,1993,general,DIC,PROCUREMENT,,,,,0,,2010,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0998
339,ALB,640,TUR,20,11,1992,,,,sector,TREX,,,,,,-88,,1998,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0999
339,ALB,640,TUR,23,4,2001,,,,general,DCA,,,,,,-88,,2007,0,low,,N,treaty,Albania treaty series,,,,DCADv1.0-1000
339,ALB,696,UAE,12,1,2008,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1001
339,ALB,710,CHN,28,3,2005,,,,general,DCA,,,5,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1002
339,ALB,820,MAL,2,5,1994,,,,general,DCA,,,,,,-88,,2000,0,high,,N,treaty,Albania treaty series,,,,DCADv1.0-1003
341,MNG,343,MAC,27,2,2007,27,2,2007,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Montenegro Ministry of Defence,,,,DCADv1.0-1004
341,MNG,344,CRO,13,10,2007,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1005
341,MNG,345,YUG,20,11,2007,5,12,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-1006
341,MNG,346,BOS,21,11,2007,,,,general,DCA,TREX,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1007
341,MNG,346,BOS,10,10,2010,14,11,2011,general,DCA,,,,,,0,,2010,1,high,,N,treaty,Foreign Trade Chamber of Bosnia and Herzegovina,,,,DCADv1.0-1008
341,MNG,349,SLV,18,6,2007,21,3,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,TE,treaty,Treaty,,,,DCADv1.0-1009
341,MNG,350,GRC,7,11,2007,,,,general,DCA,,,,,,-88,,2010,1,high,,N,treaty,Treaty,,,,DCADv1.0-1010
341,MNG,355,BUL,27,5,2009,27,5,2009,general,DCA,,,5,-66,-66,0,,2010,0,high,,NE,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1011
341,MNG,360,ROM,17,8,2008,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,Treaty,,,,DCADv1.0-1012
341,MNG,366,EST,,4,2009,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1013
341,MNG,367,LAT,,11,2008,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-1014
343,MAC,344,CRO,6,10,2000,,,,general,DCA,,,,,,-88,,2006,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1016
343,MAC,344,CRO,31,5,2010,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1017
343,MAC,345,YUG,4,6,2001,4,6,2001,general,DCA,DIC,,,,,0,,2010,1,low,,N,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-1018
343,MAC,345,YUG,12,7,2004,,,,sector,COMMISSION,TREX,DCA,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1019
343,MAC,345,YUG,10,6,2009,27,2,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Legislative Database of Macedonia (private),,,,DCADv1.0-1020
343,MAC,346,BOS,16,11,2006,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1021
343,MAC,349,SLV,11,7,1994,21,10,1995,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Slovenia Legal Information System,,,,DCADv1.0-1022
343,MAC,350,GRC,14,12,1999,,,,sector,COMMISSION,TREX,DCA,,,,-88,,2005,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1023
343,MAC,350,GRC,10,7,2000,,,,general,DCA,,,,,,-88,,2006,0,med,,N,factiva,"Wires, newspapers, transcripts",,-99,,DCADv1.0-1024
343,MAC,350,GRC,23,5,2002,,,,sector,TREX,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1025
343,MAC,355,BUL,12,3,1999,,,,general,DCA,,,,,,-88,,2005,0,high,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1026
343,MAC,355,BUL,24,10,2000,,,,sector,TREX,,,,,,-88,,2006,2,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1027
343,MAC,355,BUL,7,3,2001,,,,sector,PROCUREMENT,,,,,,-88,,2007,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-1028
343,MAC,365,RUS,16,10,2003,21,3,2005,general,DIC,PROCUREMENT,RESEARCH,5,-66,-66,0,,2010,0,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-1029
343,MAC,368,LIT,25,2,2008,,,,general,DCA,,,,,,-88,,2010,1,med,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-1030
343,MAC,368,LIT,15,7,2010,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-1031
343,MAC,369,UKR,18,10,2000,20,11,2002,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1032
343,MAC,640,TUR,13,4,1995,,,,sector,COMMISSION,TREX,,,,,-88,,2001,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1033
344,CRO,345,YUG,8,6,2010,8,12,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1034
344,CRO,346,BOS,28,2,2006,,,,general,DCA,,,,,,-88,,2010,0,high,,N,treaty,Treaty,,,,DCADv1.0-1035
344,CRO,349,SLV,14,3,2003,4,2,2004,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1037
344,CRO,350,GRC,27,6,2000,,,,general,DCA,,,,,,-88,,2006,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1038
344,CRO,350,GRC,9,9,2002,,,,sector,TREX,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1039
344,CRO,355,BUL,18,6,1996,,,,general,DCA,,,,,,-88,,2002,0,high,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1040
344,CRO,355,BUL,4,4,2007,,,,sector,TREX,,,,,,-88,,2010,2,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1041
344,CRO,360,ROM,6,11,1997,,,,general,DCA,PROCUREMENT,,,,,-88,,2003,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-1042
344,CRO,365,RUS,18,12,1998,21,1,2003,sector,PROCUREMENT,,,5,-66,-66,0,,2010,1,high,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1043
344,CRO,367,LAT,14,4,2004,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1044
344,CRO,369,UKR,22,5,1996,22,5,1996,general,DCA,,,-88,-88,-88,-99,,2002,1,atypical,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1045
344,CRO,369,UKR,24,9,1996,24,9,1996,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1046
344,CRO,369,UKR,27,5,2002,28,10,2008,general,DIC,,,5,-66,-66,0,,2010,1,atypical,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1047
344,CRO,380,SWD,1,2,2007,1,2,2007,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1048
344,CRO,390,DEN,14,10,2003,,,,general,DCA,,,,,,-88,,2009,0,med,,N,factiva,"Wires, newspapers, transcripts",,-99,,DCADv1.0-1049
344,CRO,640,TUR,19,6,1996,8,3,2004,general,DCA,DIC,PROCUREMENT,5,-66,-66,0,,2010,1,atypical,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1050
344,CRO,640,TUR,24,8,1996,26,3,2004,sector,TREX,,,5,-66,-66,0,,2010,0,high,,TE,treaty,University of Zagreb Computing Centre,,,,DCADv1.0-1051
344,CRO,640,TUR,6,11,2001,24,9,2002,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-1052
344,CRO,666,ISR,6,6,1997,,,,sector,RESEARCH,PROCUREMENT,DIC,,,,-88,,2003,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1053
344,CRO,666,ISR,15,2,1999,,,,general,DIC,PROCUREMENT,RESEARCH,,,,-88,,2005,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1054
344,CRO,710,CHN,21,6,1998,,,,general,DIC,PROCUREMENT,RESEARCH,,,,-88,,2004,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1055
345,YUG,346,BOS,24,2,2005,27,6,2006,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Bosnia-Herzegovina MFA,,,,DCADv1.0-1056
345,YUG,346,BOS,23,11,2006,,,,sector,TREX,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1057
345,YUG,349,SLV,8,4,2009,11,11,2009,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,National Assembly of the Republic of Serbia,,,,DCADv1.0-1058
345,YUG,350,GRC,16,5,2001,,,,sector,TREX,COMMISSION,,,,,-88,,2007,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1059
345,YUG,350,GRC,9,11,2006,24,12,2012,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,National Assembly of the Republic of Serbia,,,,DCADv1.0-1060
345,YUG,352,CYP,18,6,2009,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-1061
345,YUG,352,CYP,10,2,2010,28,6,2011,general,DCA,,,-77,-77,-77,0,,2010,0,high,148997,N,treaty,UNTS,,,,DCADv1.0-1062
345,YUG,355,BUL,7,2,1996,,,,general,DCA,,,,,,-88,,2002,0,high,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1063
345,YUG,355,BUL,9,7,2007,29,4,2009,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1064
345,YUG,360,ROM,27,10,1997,27,5,2005,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Romania Ministry of Foreign Affairs,,,,DCADv1.0-1065
345,YUG,369,UKR,4,11,2003,26,6,2004,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1066
345,YUG,385,NOR,10,11,2006,5,5,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Norway Foreign Ministry Treaty Registry,,,,DCADv1.0-1067
345,YUG,565,NAM,25,10,2010,30,1,2013,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-1068
345,YUG,640,TUR,9,8,2004,23,6,2008,general,DCA,,,5,-66,-66,0,,2010,0,high,145692,Y,treaty,UNTS,,,,DCADv1.0-1069
345,YUG,640,TUR,19,8,2004,26,2,2005,general,DIC,,,1,-66,-66,0,,2010,0,high,,TE,treaty,Treaty,,,,DCADv1.0-1070
345,YUG,640,TUR,8,4,2010,6,7,2010,sector,TREX,,,5,-66,-66,0,,2010,0,high,,Y,treaty,Turkey Ministry of Foreign Affairs International Treaty Database,,,,DCADv1.0-1071
345,YUG,645,IRQ,,,2000,,,,sector,PROCUREMENT,RESEARCH,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",2,-99,,DCADv1.0-1072
345,YUG,651,EGY,30,6,2010,,,,general,DCA,,,,,,-88,,2010,1,low,,N,treaty,Egypt Ministry of Foreign Affairs,,,,DCADv1.0-1073
345,YUG,710,CHN,5,11,2008,,,,general,DCA,,,,,,-88,,2010,1,high,,N,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-1074
346,BOS,349,SLV,18,12,2006,29,6,2007,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Foreign Trade Chamber of Bosnia and Herzegovina,,,,DCADv1.0-1075
346,BOS,350,GRC,12,7,2001,,,,general,DCA,DIC,,,,,-88,,2007,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1076
346,BOS,350,GRC,22,1,2008,17,6,2008,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Foreign Trade Chamber of Bosnia and Herzegovina,,,,DCADv1.0-1077
346,BOS,355,BUL,30,10,2007,,,,general,DCA,,,,,,-88,,2010,0,high,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1078
346,BOS,360,ROM,28,12,1998,,,,general,DCA,DIC,,,,,-88,,2004,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-1079
346,BOS,360,ROM,19,12,2006,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1080
346,BOS,367,LAT,,,2007,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,-99,,DCADv1.0-1081
346,BOS,369,UKR,22,10,2007,,,,general,DCA,,,5,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1082
346,BOS,640,TUR,8,10,1995,24,10,1997,general,DCA,,,5,-66,-66,0,,2010,1,atypical,,Y,treaty,Turkey Ministry of Foreign Affairs International Treaty Database,,,,DCADv1.0-1083
346,BOS,640,TUR,22,1,1996,11,4,1996,sector,TREX,,,5,-66,-66,0,,2010,1,high,,Y,treaty,Turkey Ministry of Foreign Affairs International Treaty Database,,,,DCADv1.0-1084
346,BOS,640,TUR,3,5,2002,,,,sector,TREX,,,,,,-88,,2008,2,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1085
346,BOS,640,TUR,14,8,2006,24,9,2007,general,DCA,TREX,RESEARCH,,,,0,,2010,2,atypical,,N,treaty,Foreign Trade Chamber of Bosnia and Herzegovina,,,,DCADv1.0-1086
346,BOS,640,TUR,10,8,2009,,,,general,DIC,RESEARCH,PROCUREMENT,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-1087
346,BOS,710,CHN,16,11,2005,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1088
346,BOS,770,PAK,22,11,1996,,,,sector,TREX,RESEARCH,,,,,-88,,2002,1,med,,N,treaty,Bosnia-Herzegovina MFA,,,,DCADv1.0-1089
346,BOS,770,PAK,27,4,2007,12,11,2007,general,DIC,PROCUREMENT,,,,,0,,2010,1,med,,N,treaty,Foreign Trade Chamber of Bosnia and Herzegovina,,,,DCADv1.0-1090
346,BOS,820,MAL,,4,2004,,,,sector,PROCUREMENT,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1091
349,SLV,350,GRC,15,7,1999,25,9,1999,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Slovenia Legal Information System,,,,DCADv1.0-1092
349,SLV,350,GRC,25,7,2000,,,2005,general,DIC,,,,,,0,,2010,1,high,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1093
349,SLV,355,BUL,27,10,1999,11,3,2000,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1094
349,SLV,360,ROM,4,4,2006,,,2006,general,DCA,,,,,,0,,2010,1,high,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1095
349,SLV,365,RUS,31,5,2006,,,2006,general,DCA,,,,,,0,,2010,1,med,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1096
349,SLV,366,EST,20,5,1999,7,6,2000,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Slovenia Legal Information System,,,,DCADv1.0-1097
349,SLV,367,LAT,17,4,2002,,,2002,general,DCA,,,,,,0,,2010,1,high,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1098
349,SLV,368,LIT,10,2,2005,2,8,2005,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-1099
349,SLV,369,UKR,27,6,2007,26,11,2007,general,DCA,,,-77,-77,-77,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1100
349,SLV,385,NOR,12,3,2002,,,2002,general,DCA,,,,,,0,,2010,1,high,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1101
349,SLV,390,DEN,7,1,1998,,,,general,DCA,COMMISSION,,,,,-88,,2004,1,med,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-1102
349,SLV,640,TUR,23,10,2001,4,12,2001,general,DCA,,,5,-66,-66,0,,2010,0,high,,Y,treaty,Turkey Ministry of Foreign Affairs International Treaty Database,,,,DCADv1.0-1103
349,SLV,666,ISR,23,11,1998,11,3,2000,general,DCA,COMMISSION,TREX,5,-66,-66,0,,2010,0,med,,TE,treaty,Slovenia Legal Information System,,,,DCADv1.0-1104
349,SLV,710,CHN,8,11,2007,14,5,2008,general,DCA,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Slovenia Legal Information System,,,,DCADv1.0-1105
350,GRC,352,CYP,30,3,2009,30,3,2009,general,DCA,,,,,,0,,2010,1,low,,N,treaty,"Republic of Cyprus, Office of the Law Commissioner",,,,DCADv1.0-1106
350,GRC,355,BUL,,,1991,,,,general,DCA,,,,,,-88,,1997,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1107
350,GRC,355,BUL,18,6,1993,,,,sector,RESEARCH,,,,,,-88,,1999,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1108
350,GRC,355,BUL,19,3,1998,,,,general,DIC,PROCUREMENT,,,,,-88,,2004,0,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1109
350,GRC,355,BUL,27,12,2000,,,,general,DCA,,,,,,-88,,2006,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1110
350,GRC,355,BUL,12,2,2002,,,,general,DIC,RESEARCH,PROCUREMENT,,,,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1111
350,GRC,355,BUL,12,6,2003,,,,sector,TREX,,,,,,-88,,2009,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1112
350,GRC,355,BUL,19,11,2003,,,,sector,TREX,DCA,,,,,-88,,2009,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1113
350,GRC,355,BUL,11,3,2006,,,,general,DCA,,,,,,-88,,2010,0,low,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-1114
350,GRC,355,BUL,28,7,2010,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1115
350,GRC,359,MLD,16,9,2003,3,8,2004,general,DCA,,,,,,-99,,2009,1,high,,N,treaty,Moldova Ministry of Foreign Affairs and European Integration (document),,,,DCADv1.0-1116
350,GRC,360,ROM,17,2,1995,,,,general,DCA,TREX,,,,,-88,,2001,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1117
350,GRC,360,ROM,27,3,1997,11,4,1997,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Romania Ministry of Foreign Affairs,,,,DCADv1.0-1118
350,GRC,360,ROM,24,5,2002,,,,general,DCA,DIC,,5,,,-88,,2007,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1119
350,GRC,365,RUS,25,5,1994,,,,general,DCA,TREX,,,,1,-88,,2000,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1120
350,GRC,365,RUS,30,10,1995,30,10,1995,general,DIC,,,5,-56,5,0,,2010,0,high,,NE,treaty,Russian Ministry of Foreign Affairs - List of Bilateral Treaties,,,,DCADv1.0-1121
350,GRC,365,RUS,7,2,1997,,,,general,DIC,PROCUREMENT,,,,,-88,,2003,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1122
350,GRC,365,RUS,,12,2006,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1123
350,GRC,366,EST,14,5,2002,,,,general,DCA,,,,,,-88,,2008,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-1124
350,GRC,367,LAT,18,3,1999,,,,general,DCA,,,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-1125
350,GRC,367,LAT,27,3,2002,,,,general,DCA,,,,,,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",5,1,,DCADv1.0-1126
350,GRC,367,LAT,,,2007,,,,general,DCA,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,-99,,DCADv1.0-1127
350,GRC,369,UKR,6,10,1997,15,4,2003,general,DCA,,,5,-56,5,-99,,2007,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1128
350,GRC,369,UKR,30,8,1999,31,8,2012,general,DIC,,,5,-66,-66,0,,2010,0,high,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-1129
