ccode1,cowName1,ccode2,cowName2,signDay,signMonth,signYear,EIFDay,EIFMonth,EIFYear,type,category1,category2,category3,span,renewType,renewYears,terminated,durationActual,endYearEstimate,asymmetry,categoryConf,UNTS,fullText,sourceType,source,factivaConf,factivaSign,factivaEIF,DCAid
2,USA,20,CAN,1,4,1984,1,4,1984,sector,PROCUREMENT,,,,,,0,,2010,1,atypical,,Y,treaty,US DOD,,,,DCADv1.0-0001
2,USA,20,CAN,19,8,1994,19,8,1994,general,DCA,,,-77,-77,-77,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0002
2,USA,20,CAN,8,6,1996,8,6,1996,sector,PROCUREMENT,,,-77,-77,-77,0,,2010,1,atypical,,Y,treaty,US DOD,,,,DCADv1.0-0003
2,USA,20,CAN,29,8,1996,29,8,1996,sector,RESEARCH,,,25,-57,25,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0004
2,USA,20,CAN,,,1999,,,,sector,PROCUREMENT,,,,,,-88,,2005,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0005
2,USA,20,CAN,9,12,2002,,,,general,DCA,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0006
2,USA,100,COL,21,7,2009,21,7,2009,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0007
2,USA,100,COL,30,10,2009,30,10,2009,general,DCA,,,10,-66,-66,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0008
2,USA,140,BRA,31,8,1983,6,2,1984,general,DIC,,,5,-57,5,1,29,2010,0,high,122823,Y,treaty,UNTS,,,,DCADv1.0-0009
2,USA,140,BRA,6,2,1984,6,2,1984,general,DIC,,,5,-57,5,0,,2010,1,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0010
2,USA,140,BRA,12,4,2010,,,,general,DCA,,,-77,-77,-77,-88,,2010,0,high,,TE,treaty,"Ministry of Foreign Affairs, Division of International Acts, Brazil",,,,DCADv1.0-0011
2,USA,150,PAR,,,2006,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0012
2,USA,155,CHL,17,7,1996,,,,general,DCA,,,,,,-88,,2002,1,low,,N,treaty,NOTES,,,,DCADv1.0-0013
2,USA,155,CHL,8,4,2008,8,4,2008,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0014
2,USA,160,ARG,13,7,1992,13,7,1992,sector,TREX,,,,,,0,,2010,1,atypical,,NE,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0015
2,USA,160,ARG,22,7,1998,22,7,1998,sector,RESEARCH,,,,,,1,15,2010,0,high,,N,treaty,TIAS,,,,DCADv1.0-0016
2,USA,160,ARG,15,11,1999,,,,sector,COMMISSION,,,-77,-77,-77,-88,,2010,0,high,,Y,treaty,Argentina Biblioteca Digital de Tratados,,,,DCADv1.0-0017
2,USA,160,ARG,17,10,2000,,,,sector,RESEARCH,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0018
2,USA,160,ARG,23,4,2008,,,,sector,TREX,,,,,,-88,,2010,1,med,,N,treaty,Argentina Ministry of Defense,,,,DCADv1.0-0019
2,USA,200,UKG,6,9,1988,6,9,1988,sector,RESEARCH,,,,,,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0020
2,USA,200,UKG,27,5,1993,27,5,1993,general,DCA,,,-77,-77,-77,0,,2010,0,med,131089,Y,treaty,UNTS,,,,DCADv1.0-0021
2,USA,200,UKG,18,11,1994,18,11,1994,sector,RESEARCH,,,,,,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0022
2,USA,200,UKG,13,12,1994,,,,general,DIC,,,,,,-88,,2000,0,high,,N,treaty,Treaty,,,,DCADv1.0-0023
2,USA,200,UKG,11,4,2000,11,4,2000,sector,RESEARCH,,,,,,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0024
2,USA,200,UKG,16,12,2004,16,12,2004,general,DIC,,,10,-44,-44,-99,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0025
2,USA,210,NTH,14,5,1998,14,5,1998,sector,RESEARCH,,,10,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0026
2,USA,212,LUX,14,10,2010,14,10,2010,general,DIC,PROCUREMENT,RESEARCH,10,-44,-44,0,,2010,0,high,,N,treaty,US DOD,,,,DCADv1.0-0027
2,USA,220,FRN,10,1,1994,10,1,1994,sector,RESEARCH,,,10,-57,10,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0028
2,USA,225,SWZ,1,11,1988,1,11,1988,general,DIC,,,,,,0,,2010,0,high,,N,treaty,TIAS,,,,DCADv1.0-0029
2,USA,225,SWZ,15,2,2007,15,2,2007,general,DIC,PROCUREMENT,RESEARCH,5,-66,-66,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0030
2,USA,230,SPN,19,6,1980,19,6,1980,sector,RESEARCH,,,-77,-77,-77,0,,2010,0,high,119974,Y,treaty,UNTS,,,,DCADv1.0-0031
2,USA,230,SPN,2,7,1982,2,7,1982,general,DIC,,,5,-66,-66,0,,2010,0,high,,Y,treaty,US DOD,,,,DCADv1.0-0032
2,USA,230,SPN,1,12,1988,14,5,1989,general,DCA,,,8,-66,-66,0,,2010,1,atypical,126701,Y,treaty,UNXX,,,,DCADv1.0-0033
2,USA,230,SPN,4,4,2002,,,,general,DIC,PROCUREMENT,RESEARCH,,,,-88,,2008,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0034
2,USA,230,SPN,,4,2002,,,,general,DCA,,,8,,8,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0035
2,USA,235,POR,1,6,1995,1,6,1995,general,DCA,,,5,-66,-66,0,,2010,2,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0036
2,USA,255,GER,17,3,1995,17,3,1995,sector,RESEARCH,,,10,-57,10,1,14,2009,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0037
2,USA,255,GER,24,3,2009,24,3,2009,sector,RESEARCH,,,10,-58,-88,0,,2010,1,high,,Y,treaty,TIAS,,,,DCADv1.0-0038
2,USA,290,POL,9,6,1995,9,6,1995,sector,RESEARCH,,,,,,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0039
2,USA,305,AUS,3,9,1991,3,9,1991,sector,PROCUREMENT,RESEARCH,,5,-66,-66,0,,2010,0,high,,N,treaty,US DOD,,,,DCADv1.0-0040
2,USA,310,HUN,16,5,1995,16,5,1995,sector,RESEARCH,,,10,-57,-55,0,,2010,0,high,141984,Y,treaty,UNTS,,,,DCADv1.0-0041
2,USA,316,CZR,1,3,1996,1,3,1996,sector,RESEARCH,,,,,,1,10,2006,1,high,,N,treaty,Treaty,,,,DCADv1.0-0042
2,USA,316,CZR,22,2,2008,22,2,2008,sector,RESEARCH,,,20,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0043
2,USA,316,CZR,6,11,2009,6,11,2009,sector,TREX,,,,,,0,,2010,1,med,,N,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0044
2,USA,317,SLO,20,5,1994,,,,sector,COMMISSION,,,,,,-88,,2000,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0045
2,USA,317,SLO,8,8,1995,,,,sector,PROCUREMENT,,,,,,-88,,2001,1,high,,N,treaty,Ministry of Foreign and European Affairs of the Slovak Republic,,,,DCADv1.0-0046
2,USA,325,ITA,26,9,2006,26,9,2006,sector,RESEARCH,,,25,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0047
2,USA,325,ITA,20,10,2008,3,5,2009,general,DIC,,,10,-44,-44,0,,2010,0,high,,Y,treaty,Italian Ministry of Foreign Affairs - Database of International Treaties,,,,DCADv1.0-0048
2,USA,339,ALB,20,10,1993,,,,general,DCA,TREX,,,,,-88,,1999,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0049
2,USA,339,ALB,12,5,2003,12,5,2003,general,DCA,,,,,,0,,2010,2,atypical,,N,treaty,TIAS,,,,DCADv1.0-0050
2,USA,343,MAC,11,10,2004,11,10,2004,general,DCA,,,,,,0,,2010,2,atypical,,N,treaty,TIAS,,,,DCADv1.0-0051
2,USA,344,CRO,1,12,1994,,,,general,DCA,COMMISSION,TREX,,,,-88,,2000,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0052
2,USA,344,CRO,16,10,1995,,,,sector,TREX,,,,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0053
2,USA,344,CRO,4,2,2003,15,10,2003,general,DCA,,,,,,0,,2010,2,atypical,,N,treaty,Croatia Ministry of Foreign and European Affairs,,,,DCADv1.0-0054
2,USA,345,YUG,5,4,2006,29,5,2009,general,DCA,,,7,-88,-88,0,,2010,2,atypical,,TE,treaty,Serbia Ministry of Foreign Affairs (personal contact),,,,DCADv1.0-0055
2,USA,346,BOS,22,11,2005,22,11,2005,general,DCA,,,,,,0,,2010,2,atypical,,N,treaty,TIAS,,,,DCADv1.0-0056
2,USA,346,BOS,5,6,2008,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0057
2,USA,349,SLV,10,3,1995,,,,general,DCA,,,,,,-88,,2001,1,low,,N,treaty,"Legal Service, Secretariat of Secretary General, Slovenia Ministry of Defence (personal contact)",,,,DCADv1.0-0058
2,USA,349,SLV,21,6,1999,26,6,2000,general,DCA,,,7,-88,-88,0,,2010,2,atypical,,Y,treaty,HeinOnline,,,,DCADv1.0-0059
2,USA,350,GRC,8,9,1983,20,12,1983,general,DCA,,,5,-66,-66,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0060
2,USA,350,GRC,10,11,1986,10,11,1986,general,DIC,,,8,-66,-66,0,,2010,1,high,,Y,treaty,TIAS,,,,DCADv1.0-0061
2,USA,350,GRC,8,7,1990,6,11,1990,general,DCA,,,8,-57,1,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0062
2,USA,355,BUL,18,7,1994,,,,general,DCA,COMMISSION,,,,,-88,,2000,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0063
2,USA,355,BUL,28,4,2006,12,6,2006,general,DCA,,,10,-66,-66,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0064
2,USA,359,MLD,4,12,1995,4,12,1995,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Moldova Ministry of Foreign Affairs and European Integration (document),,,,DCADv1.0-0065
2,USA,359,MLD,23,6,1997,23,6,1997,general,DCA,,,,,,0,,2010,1,atypical,,,treaty,,,,,DCADv1.0-0066
2,USA,360,ROM,30,3,1998,8,7,2003,general,DCA,,,,,,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0067
2,USA,366,EST,11,10,2002,4,12,2002,general,DCA,,,7,-44,-44,1,7,2009,1,atypical,139279,Y,treaty,UNTS,,,,DCADv1.0-0068
2,USA,367,LAT,22,6,1995,,,,general,DCA,,,,,,-88,,2001,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0069
2,USA,368,LIT,16,5,1994,,,,general,DCA,,,,,,-88,,2000,1,med,,N,treaty,Ministry of National Defense of the Republic of Lithuania,,,,DCADv1.0-0070
2,USA,368,LIT,16,10,1997,16,10,1997,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0071
2,USA,368,LIT,30,11,2009,23,4,2010,general,DCA,,,,,,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0072
2,USA,369,UKR,27,7,1993,27,7,1993,general,DCA,COMMISSION,,-88,-88,-88,-99,,1999,1,atypical,,TE,treaty,Ukraine Gazette,,,,DCADv1.0-0073
2,USA,369,UKR,31,3,2000,27,7,2001,sector,RESEARCH,,,5,-66,-66,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0074
2,USA,370,BLR,28,10,1993,,,,sector,COMMISSION,,,,,,-88,,1999,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0075
2,USA,371,ARM,13,12,2001,,,,general,DCA,COMMISSION,,,,,-88,,2007,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0076
2,USA,371,ARM,21,3,2002,,,,general,DCA,,,,,,-88,,2008,0,med,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0077
2,USA,371,ARM,16,6,2003,,,,general,DCA,,,,,,-88,,2009,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0078
2,USA,372,GRG,17,7,1997,10,11,1997,general,DCA,,,,,,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0079
2,USA,372,GRG,25,3,1998,,,,general,DCA,,,,,,-88,,2004,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0080
2,USA,372,GRG,10,11,2002,25,3,2003,general,DCA,,,1,-66,-66,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0081
2,USA,372,GRG,29,3,2005,,,,sector,TREX,,,5,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0082
2,USA,373,AZE,28,9,1999,7,5,2003,general,DCA,,,,,,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0083
2,USA,373,AZE,1,7,2000,,,,general,DCA,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0084
2,USA,373,AZE,14,12,2000,,,,sector,TREX,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0085
2,USA,373,AZE,28,3,2002,,,,general,DCA,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0086
2,USA,375,FIN,24,10,1991,,,,general,DIC,,,5,-66,-66,1,18,2009,0,high,128968,Y,treaty,UNXX,,,,DCADv1.0-0087
2,USA,375,FIN,5,10,1995,5,10,1995,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0088
2,USA,375,FIN,14,7,2005,,,,general,DCA,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0089
2,USA,375,FIN,5,8,2008,3,10,2009,general,DIC,PROCUREMENT,RESEARCH,10,-44,-44,0,,2010,0,high,,Y,treaty,US DOD,,,,DCADv1.0-0090
2,USA,380,SWD,16,7,1987,16,7,1987,general,DIC,,,10,-66,-66,0,,2010,1,high,127078,Y,treaty,UNXX,,,,DCADv1.0-0091
2,USA,380,SWD,22,4,1997,22,4,1997,sector,RESEARCH,,,10,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0092
2,USA,380,SWD,13,6,1997,13,6,1997,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,,Y,treaty,Swedish Government Publication - Sweden's International Agreements,,,,DCADv1.0-0093
2,USA,380,SWD,20,12,1999,20,12,1999,sector,TREX,,,10,-58,-88,0,,2010,0,high,,Y,treaty,Swedish Government Publication - Sweden's International Agreements,,,,DCADv1.0-0094
2,USA,390,DEN,30,1,1980,30,1,1980,general,DIC,,,10,-66,-66,0,,2010,0,high,126569,Y,treaty,UNXX,,,,DCADv1.0-0095
2,USA,434,BEN,19,1,1996,19,1,1996,sector,COMMISSION,,,5,-66,-66,-99,,2010,1,atypical,144407,Y,treaty,UNTS,,,,DCADv1.0-0096
2,USA,481,GAB,21,7,2006,,,,sector,TREX,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0097
2,USA,517,RWA,13,7,2004,,,,sector,TREX,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0098
2,USA,551,ZAM,10,3,1992,,,,sector,TREX,,,,,,-88,,1998,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0099
2,USA,560,SAF,18,4,2001,18,4,2001,sector,RESEARCH,,,15,-55,-55,0,,2010,0,high,,Y,treaty,South Africa Treaty Series,,,,DCADv1.0-0100
2,USA,600,MOR,,,1982,,,,sector,COMMISSION,,,,,,-88,,1988,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,-99,,DCADv1.0-0101
2,USA,615,ALG,15,11,2010,,,,general,DCA,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0102
2,USA,640,TUR,29,3,1980,29,3,1980,general,DIC,PROCUREMENT,,5,-66,-66,0,,2010,0,high,,Y,treaty,US DOD,,,,DCADv1.0-0103
2,USA,640,TUR,29,3,1980,18,12,1980,general,DCA,DIC,,-77,-77,-77,0,,2010,2,atypical,802041,Y,treaty,UST,,,,DCADv1.0-0104
2,USA,640,TUR,6,12,1981,,,,sector,COMMISSION,TREX,,,,,-88,,1987,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0105
2,USA,640,TUR,29,4,1982,,,,general,DCA,,,,,,-88,,1988,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0106
2,USA,651,EGY,23,3,1988,23,3,1988,general,DIC,PROCUREMENT,RESEARCH,10,-55,5,0,,2010,0,high,138521,Y,treaty,UNTS,,,,DCADv1.0-0107
2,USA,652,EGY,27,2,1998,27,2,1998,sector,RESEARCH,,,10,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0108
2,USA,666,ISR,14,12,1987,14,12,1987,general,DIC,PROCUREMENT,,10,-66,-66,0,,2010,0,high,,Y,treaty,US DOD,,,,DCADv1.0-0109
2,USA,666,ISR,28,4,1988,21,4,1988,sector,COMMISSION,,,5,-66,-66,-99,,2010,1,atypical,141091,Y,treaty,UNTS,,,,DCADv1.0-0110
2,USA,666,ISR,8,9,1989,8,9,1989,sector,RESEARCH,,,5,-55,-55,-99,,1994,0,high,140997,Y,treaty,UNTS,,,,DCADv1.0-0111
2,USA,666,ISR,3,9,1996,3,9,1996,sector,RESEARCH,,,10,-57,10,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0112
2,USA,666,ISR,31,10,1998,,,,general,DCA,,,,,,-88,,2004,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0113
2,USA,670,SAU,10,2,1982,,,,sector,COMMISSION,TREX,,,,,-88,,1988,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0114
2,USA,670,SAU,7,3,1999,,,,sector,TREX,,,,,,-88,,2005,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0115
2,USA,679,YEM,11,11,2009,,,,sector,TREX,,,,,,-88,,2010,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0116
2,USA,690,KUW,2,9,1991,,,,general,DCA,,,10,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0117
2,USA,692,BAH,27,10,1991,,,,general,DCA,,,,,,-88,,1997,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0118
2,USA,694,QAT,23,6,1992,,,,general,DCA,,,,,,-88,,1998,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0119
2,USA,696,UAE,26,7,1994,,,,general,DCA,,,,,,-88,,2000,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0120
2,USA,704,UZB,27,2,1998,,,,general,DCA,,,,,,-88,,2004,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0121
2,USA,704,UZB,9,11,2000,,,,general,DCA,,,,,,-88,,2006,0,low,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0122
2,USA,704,UZB,5,6,2001,5,6,2001,general,DCA,,,,,,0,,2010,1,atypical,,Y,treaty,TIAS,,,,DCADv1.0-0123
2,USA,704,UZB,18,8,2009,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0124
2,USA,705,KZK,26,2,1996,,,,sector,COMMISSION,TREX,,,,,-88,,2002,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0125
2,USA,705,KZK,17,11,1997,,,,general,DCA,,,,,,-88,,2003,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0126
2,USA,705,KZK,,,2002,,,,sector,TREX,,,,,,-88,,2008,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0127
2,USA,712,MON,,6,1996,,,,sector,TREX,,,,,,-88,,2002,2,atypical,,,factiva,"Wires, newspapers, transcripts",1,1,,DCADv1.0-0128
2,USA,732,ROK,8,6,1988,8,6,1988,general,DIC,,,5,-66,-66,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0129
2,USA,732,ROK,25,1,1991,27,2,1991,sector,COMMISSION,,,-77,-77,-77,0,,2010,0,high,140082,Y,treaty,UNTS,,,,DCADv1.0-0130
2,USA,732,ROK,29,5,1996,29,5,1996,sector,RESEARCH,,,10,-66,-66,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0131
2,USA,732,ROK,13,10,2009,13,10,2009,sector,RESEARCH,,,25,-58,-88,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0132
2,USA,740,JPN,8,11,1983,8,11,1983,general,DIC,COMMISSION,,-77,-77,-77,0,,2010,1,atypical,134608,Y,treaty,UNTS,,,,DCADv1.0-0133
2,USA,740,JPN,,,1990,,,,sector,RESEARCH,,,,,,-88,,1996,0,low,,,factiva,"Wires, newspapers, transcripts",2,1,,DCADv1.0-0134
2,USA,750,IND,,,1991,,,,sector,TREX,,,,,,-88,,1997,0,low,,,factiva,"Wires, newspapers, transcripts",3,0,0,DCADv1.0-0135
2,USA,750,IND,12,1,1995,,,,general,DIC,DCA,,,,,-88,,2001,0,low,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0136
2,USA,750,IND,7,2,2004,7,2,2004,sector,RESEARCH,,,,,,0,,2010,0,high,,Y,treaty,TIAS,,,,DCADv1.0-0137
2,USA,750,IND,28,6,2005,,,,general,DIC,,,10,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0138
2,USA,750,IND,9,1,2006,9,1,2006,sector,RESEARCH,,,,,,0,,2010,1,high,,Y,treaty,TIAS,,,,DCADv1.0-0139
2,USA,770,PAK,,,1995,,,,sector,COMMISSION,,,,,,-88,,2001,1,atypical,,,factiva,"Wires, newspapers, transcripts",1,-99,,DCADv1.0-0140
2,USA,771,BNG,18,5,1989,18,5,1989,sector,TREX,,,,,,0,,2010,1,atypical,,N,treaty,Bangladesh Ministry of Foreign Affairs,,,,DCADv1.0-0141
2,USA,830,SIN,4,12,1995,4,12,1995,sector,RESEARCH,,,15,-58,-88,0,,2010,0,high,142014,Y,treaty,UNTS,,,,DCADv1.0-0142
2,USA,830,SIN,2,5,1998,2,5,1998,sector,RESEARCH,,,,,,0,,2010,0,high,,N,treaty,TIAS,,,,DCADv1.0-0143
2,USA,830,SIN,21,2,2003,21,2,2003,sector,RESEARCH,,,,,,0,,2010,1,high,,Y,treaty,TIAS,,,,DCADv1.0-0144
2,USA,830,SIN,12,7,2005,12,7,2005,general,DCA,,,,,,0,,2010,1,high,,Y,treaty,TIAS,,,,DCADv1.0-0145
2,USA,835,BRU,,,1994,,,,general,DCA,,,,,,-88,,2000,1,med,,N,treaty,Brunei MoD,,,,DCADv1.0-0146
2,USA,850,INS,10,6,2010,10,6,2010,general,DCA,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,"Indonesia Directorate of Law and Treaty, Foreign Ministry",,,,DCADv1.0-0147
2,USA,900,AUL,21,10,1994,21,10,1994,sector,RESEARCH,,,25,-58,-88,0,,2010,0,high,131592,Y,treaty,UNTS,,,,DCADv1.0-0148
2,USA,900,AUL,19,4,1995,19,4,1995,sector,PROCUREMENT,DIC,,10,-66,-66,-99,,2010,1,high,132147,Y,treaty,UNTS,,,,DCADv1.0-0149
2,USA,900,AUL,1,12,1995,1,12,1995,general,DCA,DIC,,-77,-77,-77,0,,2010,1,atypical,133345,Y,treaty,UNTS,,,,DCADv1.0-0150
2,USA,900,AUL,5,9,2007,16,5,2013,sector,PROCUREMENT,,,-77,-77,-77,0,,2010,0,high,,Y,treaty,Australia Treaty Series,,,,DCADv1.0-0151
2,USA,920,NEW,16,7,1996,16,7,1996,general,DCA,DIC,,-77,-77,-77,0,,2010,1,atypical,133405,Y,treaty,UNTS,,,,DCADv1.0-0152
2,USA,920,NEW,8,1,2010,9,9,2010,sector,RESEARCH,,,-77,-77,-77,0,,2010,1,atypical,148418,Y,treaty,New Zealand Treaties Online,,,,DCADv1.0-0153
20,CAN,80,BLZ,3,6,1985,,,,sector,TREX,,,,,,-88,,1991,1,atypical,,,factiva,"Wires, newspapers, transcripts",3,1,,DCADv1.0-0154
20,CAN,115,SUR,13,2,2004,,,,sector,TREX,,,,,,-88,,2010,0,med,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0155
20,CAN,200,UKG,24,7,2006,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0156
20,CAN,211,BEL,19,10,1987,19,10,1987,general,DIC,,,,,,0,,2010,1,med,,N,treaty,Belgian Treaty Database,,,,DCADv1.0-0157
20,CAN,230,SPN,19,12,1991,,,,general,DIC,,,,,,-88,,1997,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0158
20,CAN,230,SPN,19,4,1993,,,,general,DIC,,,,,,-88,,1999,1,med,,N,treaty,CUADRO DE ACUERDOS BILATERALES FIRMADOS (DOD),,,,DCADv1.0-0159
20,CAN,290,POL,28,3,1994,,,,general,DCA,,,5,-66,-66,-88,,2010,1,atypical,,Y,treaty,Canada Treaty Series,,,,DCADv1.0-0160
20,CAN,316,CZR,8,8,1994,8,8,1994,general,DCA,,,,,,0,,2010,1,high,,N,treaty,Czech Republic Ministry of Foreign Affairs,,,,DCADv1.0-0161
20,CAN,317,SLO,9,4,1995,,,,general,DCA,,,,,,-88,,2001,1,med,,N,treaty,Canada Treaty Series,,,,DCADv1.0-0162
20,CAN,339,ALB,20,4,2005,20,4,2005,sector,TREX,,,,,,0,,2010,0,med,,N,treaty,Albania treaty series,,,,DCADv1.0-0163
20,CAN,346,BOS,20,7,2005,,,,sector,TREX,,,,,,-88,,2010,1,atypical,,,factiva,"Wires, newspapers, transcripts",4,1,,DCADv1.0-0164
20,CAN,355,BUL,3,12,1999,,,,general,DCA,,,,,,-88,,2005,1,med,,N,treaty,Bulgarian Ministry of Defense,,,,DCADv1.0-0165
20,CAN,360,ROM,7,6,1993,7,6,1993,general,DCA,,,,,,0,,2010,1,med,,N,treaty,Romania Ministry of Foreign Affairs,,,,DCADv1.0-0166
